iso_code,continent,location,date,total_cases,new_cases,total_cases_growth,total_deaths,new_deaths,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,population,Entity,Code,Day,Pfizer/BioNTech,Pfizer_growth,Moderna,Moderna_growth,Oxford/AstraZeneca,Oxford/AstraZeneca_growth,Johnson&Johnson,Johnson&Johnson_growth,Sputnik V,Sputnik V_growth,Sinovac,Sinovac_growth,Sinopharm/Beijing,Sinopharm/Beijing_growth,CanSino
DEU,Europe,Germany,23/09/2021,4183672,10315,0.002471631,93310,67,,,tests performed,106889992,56351267,53116942,559529,268960,83900471,Germany,DEU,23/09/2021,81415885,0.003048253,9630285,,12704574,,3139248,,0,,0,,0,,0
DEU,Europe,Germany,24/09/2021,4192606,8934,0.002135445,93370,60,,,tests performed,107131365,56432775,53251868,597868,241373,83900471,Germany,DEU,24/09/2021,81633172,0.002668853,9639892,,12705646,,3152655,,0,,0,,0,,0
DEU,Europe,Germany,25/09/2021,4199029,6423,0.001531983,93398,28,,,tests performed,107231861,56466040,53318472,606938,100496,83900471,Germany,DEU,25/09/2021,81718844,0.001049475,9646183,,12705731,,3161103,,0,,0,,0,,0
DEU,Europe,Germany,26/09/2021,4204300,5271,0.00125529,93409,11,0.064,15.6,tests performed,107288587,56484037,53355452,612870,56726,83900471,Germany,DEU,26/09/2021,81767515,0.000595591,9650020,,12705764,,3165288,,0,,0,,0,,0
DEU,Europe,Germany,27/09/2021,4209098,4798,0.001141213,93509,100,,,tests performed,107440665,56533618,53438089,640940,152078,83900471,Germany,DEU,27/09/2021,81904125,0.001670712,9656287,,12706745,,3173508,,0,,0,,0,,0
DEU,Europe,Germany,28/09/2021,4216507,7409,0.001760235,93576,67,,,tests performed,107664616,56607228,53551154,687845,223951,83900471,Germany,DEU,28/09/2021,82111935,0.002537235,9662033,,12707511,,3183137,,0,,0,,0,,0
DEU,Europe,Germany,29/09/2021,4228774,12267,0.00290928,93643,67,,,tests performed,107916789,56685616,53679485,743154,252173,83900471,Germany,DEU,29/09/2021,82347201,0.002865186,9667716,,12708865,,3193007,,0,,0,,0,,0
DEU,Europe,Germany,30/09/2021,4239773,10999,0.00260099,93715,72,,,tests performed,108161531,56764093,53805739,793070,244742,83900471,Germany,DEU,30/09/2021,82574926,0.002765425,9673568,,12710125,,3202912,,0,,0,,0,,0
DEU,Europe,Germany,01/10/2021,4249061,9288,0.002190683,93781,66,,,tests performed,108289269,56808254,53871259,817105,127738,83900471,Germany,DEU,01/10/2021,82693471,0.001435605,9676533,,12710360,,3208905,,0,,0,,0,,0
DEU,Europe,Germany,02/10/2021,4255543,6482,0.001525514,93791,10,,,tests performed,108321523,56821914,53889468,820674,32254,83900471,Germany,DEU,02/10/2021,82720523,0.000327136,9678479,,12710430,,3212091,,0,,0,,0,,0
DEU,Europe,Germany,03/10/2021,4260494,4951,0.001163424,93798,7,0.064,15.6,tests performed,108335415,56827338,53897263,822403,13892,83900471,Germany,DEU,03/10/2021,82732181,0.000140932,9679624,,12710463,,3213147,,0,,0,,0,,0
DEU,Europe,Germany,04/10/2021,4265001,4507,0.001057859,93887,89,,,tests performed,108431120,56859628,53945707,842283,95705,83900471,Germany,DEU,04/10/2021,82818751,0.001046388,9683116,,12711195,,3218058,,0,,0,,0,,0
DEU,Europe,Germany,05/10/2021,4272764,7763,0.001820164,93963,76,,,tests performed,108613749,56914856,54035982,884892,182629,83900471,Germany,DEU,05/10/2021,82991543,0.002086387,9686621,,12712043,,3223542,,0,,0,,0,,0
DEU,Europe,Germany,06/10/2021,4284400,11636,0.002723296,94031,68,,,tests performed,108818319,56973236,54135108,937971,204570,83900471,Germany,DEU,06/10/2021,83185683,0.002339274,9690664,,12712410,,3229562,,0,,0,,0,,0
DEU,Europe,Germany,07/10/2021,4295876,11476,0.002678555,94117,86,,,tests performed,109030179,57035882,54238927,990276,211860,83900471,Germany,DEU,07/10/2021,83386034,0.002408479,9695005,,12712660,,3236480,,0,,0,,0,,0
DEU,Europe,Germany,08/10/2021,4305634,9758,0.002271481,94182,65,,,tests performed,109213058,57093903,54327777,1033025,182879,83900471,Germany,DEU,08/10/2021,83556414,0.002043268,9699303,,12714118,,3243223,,0,,0,,0,,0
DEU,Europe,Germany,09/10/2021,4312528,6894,0.001601158,94206,24,,,tests performed,109254258,57110343,54350443,1038378,41200,83900471,Germany,DEU,09/10/2021,83591899,0.000424683,9701732,,12714145,,3246482,,0,,0,,0,,0
DEU,Europe,Germany,10/10/2021,4318437,5909,0.001370194,94213,7,0.065,15.4,tests performed,109271582,57117200,54359834,1040847,17324,83900471,Germany,DEU,10/10/2021,83606873,0.000179132,9702674,,12714158,,3247877,,0,,0,,0,,0
DEU,Europe,Germany,11/10/2021,4323346,4909,0.001136754,94308,95,,,tests performed,109367583,57147000,54405514,1065188,96001,83900471,Germany,DEU,11/10/2021,83695106,0.001055332,9706117,,12714637,,3251723,,0,,0,,0,,0
DEU,Europe,Germany,12/10/2021,4331274,7928,0.001833765,94393,85,,,tests performed,109547245,57197457,54488017,1116693,179662,83900471,Germany,DEU,12/10/2021,83864092,0.002019067,9711204,,12715421,,3256528,,0,,0,,0,,0
DEU,Europe,Germany,13/10/2021,4343591,12317,0.002843736,94407,14,,,tests performed,109753641,57253227,54580614,1179680,206396,83900471,Germany,DEU,13/10/2021,84059929,0.002335171,9716550,,12715666,,3261496,,0,,0,,0,,0
DEU,Europe,Germany,14/10/2021,4355169,11578,0.002665536,94530,123,,,tests performed,109962098,57309211,54675871,1242070,208457,83900471,Germany,DEU,14/10/2021,84257669,0.002352369,9721868,,12715887,,3266674,,0,,0,,0,,0
DEU,Europe,Germany,15/10/2021,4366833,11664,0.002678197,94605,75,,,tests performed,110133668,57358088,54755583,1290317,171570,83900471,Germany,DEU,15/10/2021,84418163,0.0019048,9727298,,12716265,,3271942,,0,,0,,0,,0
DEU,Europe,Germany,16/10/2021,4375253,8420,0.001928171,94622,17,,,tests performed,110175498,57373834,54777887,1296761,41830,83900471,Germany,DEU,16/10/2021,84454684,0.00043262,9729904,,12716303,,3274607,,0,,0,,0,,0
DEU,Europe,Germany,17/10/2021,4382019,6766,0.001546425,94632,10,0.081,12.3,tests performed,110192304,57379684,54786496,1300135,16806,83900471,Germany,DEU,17/10/2021,84468215,0.000160216,9732120,,12716334,,3275635,,0,,0,,0,,0
DEU,Europe,Germany,18/10/2021,4388581,6562,0.001497483,94720,88,,,tests performed,110285000,57405630,54826572,1329791,92696,83900471,Germany,DEU,18/10/2021,84554102,0.001016797,9735822,,12716451,,3278625,,0,,0,,0,,0
DEU,Europe,Germany,19/10/2021,4410921,22340,0.005090484,94812,92,,,tests performed,110462981,57451085,54903958,1388926,177981,83900471,Germany,DEU,19/10/2021,84722854,0.001995787,9740832,,12716666,,3282629,,0,,0,,0,,0
DEU,Europe,Germany,20/10/2021,4429723,18802,0.004262602,94886,74,,,tests performed,110667783,57500389,54989084,1463439,204802,83900471,Germany,DEU,20/10/2021,84918507,0.00230933,9745678,,12716823,,3286775,,0,,0,,0,,0
DEU,Europe,Germany,21/10/2021,4447231,17508,0.003952392,94995,109,,,tests performed,110874558,57550440,55074234,1539174,206775,83900471,Germany,DEU,21/10/2021,85116351,0.00232981,9750228,,12717026,,3290953,,0,,0,,0,,0
DEU,Europe,Germany,22/10/2021,4462324,15093,0.003393797,95081,86,,,tests performed,111035276,57591846,55141613,1595372,160718,83900471,Germany,DEU,22/10/2021,85267399,0.001774606,9755360,,12717287,,3295230,,0,,0,,0,,0
DEU,Europe,Germany,23/10/2021,4466173,3849,0.000862555,95104,23,,,tests performed,111079690,57606948,55161606,1606891,44414,83900471,Germany,DEU,23/10/2021,85306483,0.00045837,9758401,,12717350,,3297456,,0,,0,,0,,0
DEU,Europe,Germany,24/10/2021,4476078,9905,0.002217782,95121,17,0.108,9.3,tests performed,111094492,57611799,55168348,1610939,14802,83900471,Germany,DEU,24/10/2021,85319695,0.000154877,9759143,,12717357,,3298297,,0,,0,,0,,0
DEU,Europe,Germany,25/10/2021,4485437,9359,0.002090893,95148,27,,,tests performed,111202907,57639688,55210885,1651818,108415,83900471,Germany,DEU,25/10/2021,85420752,0.001184451,9762870,,12718066,,3301219,,0,,0,,0,,0
DEU,Europe,Germany,26/10/2021,4516839,31402,0.007000879,95365,217,,,tests performed,111412494,57684318,55290068,1741317,209587,83900471,Germany,DEU,26/10/2021,85621012,0.002344395,9767991,,12718541,,3304950,,0,,0,,0,,0
DEU,Europe,Germany,27/10/2021,4545665,28826,0.006381897,95489,124,,,tests performed,111655554,57733156,55375867,1853052,243060,83900471,Germany,DEU,27/10/2021,85853923,0.002720255,9774653,,12718681,,3308297,,0,,0,,0,,0
DEU,Europe,Germany,28/10/2021,4553744,8079,0.001777298,95522,33,,,tests performed,111904607,57784136,55461891,1968821,249053,83900471,Germany,DEU,28/10/2021,86091679,0.002769309,9780938,,12719948,,3312042,,0,,0,,0,,0
DEU,Europe,Germany,29/10/2021,4591264,37520,0.008239374,95701,179,,,tests performed,112111702,57828477,55532312,2064964,207095,83900471,Germany,DEU,29/10/2021,86287134,0.002270312,9788073,,12720631,,3315864,,0,,0,,0,,0
DEU,Europe,Germany,30/10/2021,4608512,17248,0.0037567,95734,33,,,tests performed,112165009,57844326,55551632,2085283,53307,83900471,Germany,DEU,30/10/2021,86334500,0.000548935,9791666,,12720793,,3318050,,0,,0,,0,,0
DEU,Europe,Germany,31/10/2021,4607958,-554,-0.000120212,95735,1,0.121,8.3,tests performed,112181448,57849158,55557551,2091647,16439,83900471,Germany,DEU,31/10/2021,86349356,0.000172075,9792569,,12720797,,3318726,,0,,0,,0,,0
DEU,Europe,Germany,01/11/2021,4619273,11315,0.002455535,95838,103,,,tests performed,112246360,57862722,55577807,2124243,64912,83900471,Germany,DEU,01/11/2021,86409002,0.000690752,9796100,,12721025,,3320233,,0,,0,,0,,0
DEU,Europe,Germany,02/11/2021,4649964,30691,0.006644119,96031,193,,,tests performed,112460830,57900730,55641130,2239752,214470,83900471,Germany,DEU,02/11/2021,86613856,0.002370748,9802783,,12721584,,3322607,,0,,0,,0,,0
DEU,Europe,Germany,03/11/2021,4684462,34498,0.007418982,96196,165,,,tests performed,112752613,57952989,55719869,2404615,291783,83900471,Germany,DEU,03/11/2021,86890935,0.003199015,9811163,,12723822,,3326693,,0,,0,,0,,0
DEU,Europe,Germany,04/11/2021,4722102,37640,0.008035074,96351,155,,,tests performed,113053580,58005062,55798685,2578253,300967,83900471,Germany,DEU,04/11/2021,87179771,0.003324121,9819423,,12724101,,3330285,,0,,0,,0,,0
DEU,Europe,Germany,05/11/2021,4755887,33785,0.007154653,96492,141,,,tests performed,113311431,58050564,55861482,2731862,257851,83900471,Germany,DEU,05/11/2021,87424246,0.002804263,9828604,,12724231,,3334350,,0,,0,,0,,0
DEU,Europe,Germany,06/11/2021,4779675,23788,0.005001801,96529,37,,,tests performed,113383530,58069246,55880231,2769349,72099,83900471,Germany,DEU,06/11/2021,87487910,0.000728219,9834185,,12724261,,3337174,,0,,0,,0,,0
DEU,Europe,Germany,07/11/2021,4792463,12788,0.002675496,96563,34,0.158,6.3,tests performed,113416073,58077353,55889067,2786154,32543,83900471,Germany,DEU,07/11/2021,87517035,0.000332903,9836381,,12724274,,3338383,,0,,0,,0,,0
DEU,Europe,Germany,08/11/2021,4816177,23714,0.004948186,96731,168,,,tests performed,113590095,58108564,55927588,2893548,174022,83900471,Germany,DEU,08/11/2021,87680223,0.001864643,9843578,,12724799,,3341495,,0,,0,,0,,0
DEU,Europe,Germany,09/11/2021,4857463,41286,0.008572359,96968,237,,,tests performed,113929495,58164801,56001139,3107823,339400,83900471,Germany,DEU,09/11/2021,88003817,0.003690616,9853679,,12725838,,3346161,,0,,0,,0,,0
DEU,Europe,Germany,10/11/2021,4908540,51077,0.01051516,97203,235,,,tests performed,114328710,58224927,56077350,3375202,399215,83900471,Germany,DEU,10/11/2021,88387063,0.004354879,9864750,,12726232,,3350665,,0,,0,,0,,0
DEU,Europe,Germany,11/11/2021,4957374,48834,0.009948783,97394,191,,,tests performed,114741504,58288859,56156084,3649800,412794,83900471,Germany,DEU,11/11/2021,88782375,0.00447251,9877078,,12726903,,3355148,,0,,0,,0,,0
DEU,Europe,Germany,12/11/2021,5002730,45356,0.009149199,97623,229,,,tests performed,115073312,58343782,56213358,3874166,331808,83900471,Germany,DEU,12/11/2021,89097833,0.00355316,9888364,,12727201,,3359914,,0,,0,,0,,0
DEU,Europe,Germany,13/11/2021,5037039,34309,0.006858056,97677,54,,,tests performed,115178014,58369622,56233460,3935910,104702,83900471,Germany,DEU,13/11/2021,89193796,0.001077052,9894087,,12727223,,3362908,,0,,0,,0,,0
DEU,Europe,Germany,14/11/2021,5056242,19203,0.003812359,97720,43,0.171,5.8,tests performed,115227080,58380745,56242840,3965386,49066,83900471,Germany,DEU,14/11/2021,89239246,0.000509565,9896719,,12727294,,3363821,,0,,0,,0,,0
DEU,Europe,Germany,15/11/2021,5091200,34958,0.00691383,97986,266,,,tests performed,115473602,58423738,56283786,4131401,246522,83900471,Germany,DEU,15/11/2021,89471738,0.002605266,9906706,,12727898,,3367260,,0,,0,,0,,0
DEU,Europe,Germany,16/11/2021,5144827,53627,0.010533273,98278,292,,,tests performed,115947732,58487927,56352735,4476625,474130,83900471,Germany,DEU,16/11/2021,89928435,0.005104372,9919438,,12728358,,3371501,,0,,0,,0,,0
DEU,Europe,Germany,17/11/2021,5213193,68366,0.013288299,98544,266,,,tests performed,116501419,58557916,56423286,4894273,553687,83900471,Germany,DEU,17/11/2021,90461001,0.005922109,9935917,,12728435,,3376066,,0,,0,,0,,0
DEU,Europe,Germany,18/11/2021,5271961,58768,0.011272938,98751,207,,,tests performed,117085738,58632836,56498528,5333531,584319,83900471,Germany,DEU,18/11/2021,91021471,0.006195709,9954196,,12728885,,3381186,,0,,0,,0,,0
DEU,Europe,Germany,19/11/2021,5329263,57302,0.0108692,98993,242,,,tests performed,117630040,58707211,56565874,5742950,544302,83900471,Germany,DEU,19/11/2021,91537796,0.005672563,9974522,,12729674,,3388048,,0,,0,,0,,0
DEU,Europe,Germany,20/11/2021,5374446,45183,0.008478283,99067,74,,,tests performed,117850451,58753555,56592739,5896582,220411,83900471,Germany,DEU,20/11/2021,91738252,0.002189871,9987841,,12729787,,3394571,,0,,0,,0,,0
DEU,Europe,Germany,21/11/2021,5400687,26241,0.00488255,99130,63,0.196,5.1,tests performed,117945274,58770702,56604322,5964785,94823,83900471,Germany,DEU,21/11/2021,91821784,0.000910547,9996611,,12730178,,3396701,,0,,0,,0,,0
DEU,Europe,Germany,22/11/2021,5448574,47887,0.008866835,99437,307,,,tests performed,118363690,58833943,56646308,6284448,418416,83900471,Germany,DEU,22/11/2021,92209849,0.004226285,10020012,,12730589,,3403240,,0,,0,,0,,0
DEU,Europe,Germany,23/11/2021,5516623,68049,0.012489323,99773,336,,,tests performed,119080404,58936933,56717517,6836717,716714,83900471,Germany,DEU,23/11/2021,92880402,0.007272032,10056043,,12730751,,3413208,,0,,0,,0,,0
DEU,Europe,Germany,24/11/2021,5595674,79051,0.0143296,100123,350,,,tests performed,119979444,59063928,56803975,7534173,899040,83900471,Germany,DEU,24/11/2021,93716328,0.009000026,10106924,,12730880,,3425312,,0,,0,,0,,0
DEU,Europe,Germany,25/11/2021,5670253,74579,0.013327974,100480,357,,,tests performed,120866018,59190790,56889170,8220509,886574,83900471,Germany,DEU,25/11/2021,94535707,0.008743183,10161629,,12731497,,3437185,,0,,0,,0,,0
DEU,Europe,Germany,26/11/2021,5735837,65584,0.011566327,100783,303,,,tests performed,121709100,59306991,56965275,8883214,843082,83900471,Germany,DEU,26/11/2021,95301136,0.008096718,10226861,,12731892,,3449211,,0,,0,,0,,0
DEU,Europe,Germany,27/11/2021,5780814,44977,0.007841401,100887,104,,,tests performed,122284581,59398664,57010460,9333664,575481,83900471,Germany,DEU,27/11/2021,95791175,0.005142006,10300378,,12731953,,3461075,,0,,0,,0,,0
DEU,Europe,Germany,28/11/2021,5804139,23325,0.004034899,100960,73,0.21,4.8,tests performed,122490516,59430959,57027427,9494353,205935,83900471,Germany,DEU,28/11/2021,95951280,0.001671396,10341753,,12732379,,3465104,,0,,0,,0,,0
DEU,Europe,Germany,29/11/2021,5854884,50745,0.008742899,101350,390,,,tests performed,123123390,59519049,57079885,9994688,632874,83900471,Germany,DEU,29/11/2021,96470478,0.005411059,10446677,,12733113,,3473122,,0,,0,,0,,0
DEU,Europe,Germany,30/11/2021,5923564,68680,0.011730378,101794,444,,,tests performed,124046839,59627031,57155122,10743585,923449,83900471,Germany,DEU,30/11/2021,97147253,0.007015359,10684102,,12733652,,3481832,,0,,0,,0,,0
DEU,Europe,Germany,01/12/2021,5999020,75456,0.012738277,102183,389,,,tests performed,125173501,59740836,57239594,11680214,1126662,83900471,Germany,DEU,01/12/2021,97898786,0.007736019,11050742,,12733867,,3490106,,0,,0,,0,,0
DEU,Europe,Germany,02/12/2021,6072299,73279,0.012215162,102573,390,,,tests performed,126279516,59847987,57327912,12598803,1106015,83900471,Germany,DEU,02/12/2021,98612096,0.007286199,11434814,,12734428,,3498178,,0,,0,,0,,0
DEU,Europe,Germany,03/12/2021,6134492,62193,0.010242085,102951,378,,,tests performed,127353615,59947998,57403800,13504239,1074099,83900471,Germany,DEU,03/12/2021,99294492,0.006920003,11819118,,12734535,,3505470,,0,,0,,0,,0
DEU,Europe,Germany,04/12/2021,6177992,43500,0.007091052,103043,92,,,tests performed,128185756,60021501,57450801,14223048,832141,83900471,Germany,DEU,04/12/2021,99711248,0.004197171,12227029,,12734819,,3512660,,0,,0,,0,,0
DEU,Europe,Germany,05/12/2021,6200937,22945,0.00371399,103124,81,0.206,4.9,tests performed,128466014,60044658,57466597,14466194,280258,83900471,Germany,DEU,05/12/2021,99838361,0.001274811,12378307,,12734834,,3514512,,0,,0,,0,,0
DEU,Europe,Germany,06/12/2021,6219259,18322,0.002954715,103240,116,,,tests performed,129220873,60113930,57516154,15108212,754859,83900471,Germany,DEU,06/12/2021,100239521,0.004018095,12725641,,12735123,,3520588,,0,,0,,0,,0
DEU,Europe,Germany,07/12/2021,6312346,93087,0.014967539,104051,811,,,tests performed,130316154,60199252,57593638,16046224,1095281,83900471,Germany,DEU,07/12/2021,100827360,0.005864344,13226771,,12735888,,3526135,,0,,0,,0,,0
DEU,Europe,Germany,08/12/2021,6339828,27482,0.00435369,104201,150,,,tests performed,131608563,60292500,57678641,17165994,1292409,83900471,Germany,DEU,08/12/2021,101498331,0.006654652,13842155,,12736315,,3531762,,0,,0,,0,,0
DEU,Europe,Germany,09/12/2021,6442846,103018,0.016249337,105000,799,,,tests performed,132863539,60381676,57769030,18246539,1254976,83900471,Germany,DEU,09/12/2021,102153973,0.006459633,14435871,,12736776,,3536919,,0,,0,,0,,0
DEU,Europe,Germany,10/12/2021,6496142,53296,0.008272121,105510,510,,,tests performed,134094398,60463806,57855336,19314542,1230859,83900471,Germany,DEU,10/12/2021,102780574,0.006133888,15033996,,12737307,,3542521,,0,,0,,0,,0
DEU,Europe,Germany,11/12/2021,6528894,32752,0.005041762,105642,132,,,tests performed,135089190,60525791,57910653,20196052,994792,83900471,Germany,DEU,11/12/2021,103196482,0.004046562,15608425,,12737723,,3546560,,0,,0,,0,,0
DEU,Europe,Germany,12/12/2021,6546010,17116,0.002621577,105758,116,0.196,5.1,tests performed,135409346,60543996,57928817,20481019,320156,83900471,Germany,DEU,12/12/2021,103320034,0.00119725,15803826,,12737739,,3547747,,0,,0,,0,,0
DEU,Europe,Germany,13/12/2021,6581433,35423,0.005411388,106231,473,,,tests performed,136221253,60598531,57985427,21185235,811907,83900471,Germany,DEU,13/12/2021,103704787,0.003723895,16227068,,12738157,,3551241,,0,,0,,0,,0
DEU,Europe,Germany,14/12/2021,6633666,52233,0.007936417,106685,454,,,tests performed,137365930,60673080,58074387,22169937,1144677,83900471,Germany,DEU,14/12/2021,104312348,0.005858563,16760149,,12738639,,3554794,,0,,0,,0,,0
DEU,Europe,Germany,15/12/2021,6690568,56902,0.008577761,107207,522,,,tests performed,139008092,60780150,58201032,23582183,1642162,83900471,Germany,DEU,15/12/2021,105216998,0.008672511,17493034,,12739448,,3558612,,0,,0,,0,,0
DEU,Europe,Germany,16/12/2021,6741968,51400,0.007682457,107655,448,,,tests performed,140408502,60881697,58325133,24760780,1400410,83900471,Germany,DEU,16/12/2021,105996203,0.007405695,18109712,,12740123,,3562464,,0,,0,,0,,0
DEU,Europe,Germany,17/12/2021,6757684,15716,0.00233107,107812,157,,,tests performed,141705501,60991556,58443057,25833365,1296999,83900471,Germany,DEU,17/12/2021,106720601,0.006834188,18678399,,12740591,,3565910,,0,,0,,0,,0
DEU,Europe,Germany,18/12/2021,6813287,55603,0.008228115,108238,426,,,tests performed,142668619,61087097,58512082,26633681,963118,83900471,Germany,DEU,18/12/2021,107200911,0.004500631,19159125,,12740901,,3567682,,0,,0,,0,,0
DEU,Europe,Germany,19/12/2021,6812746,-541,-7.94E-05,108356,118,0.184,5.4,tests performed,143049556,61134525,58537494,26942512,380937,83900471,Germany,DEU,19/12/2021,107383411,0.001702411,19356303,,12741410,,3568432,,0,,0,,0,,0
DEU,Europe,Germany,20/12/2021,6834488,21742,0.003191371,108818,462,,,tests performed,144031883,61221770,58626858,27750132,982327,83900471,Germany,DEU,20/12/2021,107913473,0.004936163,19806590,,12741469,,3570351,,0,,0,,0,,0
DEU,Europe,Germany,21/12/2021,6899437,64949,0.009503126,109328,510,,,tests performed,145242522,61327633,58748359,28736008,1210639,83900471,Germany,DEU,21/12/2021,108596710,0.006331341,20330821,,12742022,,3572969,,0,,0,,0,,0
DEU,Europe,Germany,22/12/2021,6943750,44313,0.006422698,109753,425,,,tests performed,146433303,61432511,58865484,29706620,1190781,83900471,Germany,DEU,22/12/2021,109268599,0.006187011,20847602,,12742283,,3574819,,0,,0,,0,,0
DEU,Europe,Germany,23/12/2021,6978170,34420,0.004956976,110124,371,,,tests performed,147240631,61506487,58950893,30356024,807328,83900471,Germany,DEU,23/12/2021,109722552,0.004154469,21198573,,12743213,,3576293,,0,,0,,0,,0
DEU,Europe,Germany,24/12/2021,6982238,4068,0.000582961,110279,155,,,tests performed,147319138,61514970,58961153,30416627,78507,83900471,Germany,DEU,24/12/2021,109765348,0.000390038,21233417,,12743240,,3577133,,0,,0,,0,,0
DEU,Europe,Germany,25/12/2021,6999476,17238,0.002468836,110367,88,,,tests performed,147355104,61517014,58963637,30448152,35966,83900471,Germany,DEU,25/12/2021,109783628,0.000166537,21250910,,12743346,,3577220,,0,,0,,0,,0
DEU,Europe,Germany,26/12/2021,7009648,10172,0.001453252,110436,69,0.163,6.1,tests performed,147425336,61523423,58969849,30505851,70232,83900471,Germany,DEU,26/12/2021,109819729,0.000328838,21284950,,12743347,,3577310,,0,,0,,0,,0
DEU,Europe,Germany,27/12/2021,7028398,18750,0.002674885,110810,374,,,tests performed,148016701,61575307,59031891,30984365,591365,83900471,Germany,DEU,27/12/2021,110117573,0.002712117,21576760,,12743975,,3578393,,0,,0,,0,,0
DEU,Europe,Germany,28/12/2021,7059396,30998,0.004410393,110994,184,,,tests performed,148729604,61640824,59107561,31557488,712903,83900471,Germany,DEU,28/12/2021,110488216,0.003365884,21917250,,12744320,,3579818,,0,,0,,0,,0
DEU,Europe,Germany,29/12/2021,7129352,69956,0.00990963,111607,613,,,tests performed,149441109,61708855,59178930,32130527,711505,83900471,Germany,DEU,29/12/2021,110862834,0.00339057,22252796,,12744698,,3580781,,0,,0,,0,,0
DEU,Europe,Germany,30/12/2021,7171422,42070,0.005900957,111929,322,,,tests performed,149996953,61764606,59239555,32570885,555844,83900471,Germany,DEU,30/12/2021,111152002,0.00260834,22518166,,12744793,,3581992,,0,,0,,0,,0
DEU,Europe,Germany,31/12/2021,7193186,21764,0.003034823,112111,182,,,tests performed,150121429,61777566,59254780,32668063,124476,83900471,Germany,DEU,31/12/2021,111220697,0.000618028,22572892,,12744960,,3582880,,0,,0,,0,,0
DEU,Europe,Germany,01/01/2022,7196154,2968,0.000412613,112157,46,,,tests performed,150149828,61779678,59257652,32691506,28399,83900471,Germany,DEU,01/01/2022,111233834,0.000118117,22588070,,12745015,,3582909,,0,,0,,0,,0
DEU,Europe,Germany,02/01/2022,7208790,12636,0.001755938,112161,4,0.215,4.7,tests performed,150302866,61795897,59271513,32814603,153038,83900471,Germany,DEU,02/01/2022,111315205,0.000731531,22659590,,12745021,,3583050,,0,,0,,0,,0
DEU,Europe,Germany,03/01/2022,7258803,50013,0.00693778,112584,423,,,tests performed,150777301,61834504,59331250,33191363,474435,83900471,Germany,DEU,03/01/2022,111562469,0.002221296,22886030,,12745055,,3583747,,0,,0,,0,,0
DEU,Europe,Germany,04/01/2022,7320708,61905,0.008528266,112929,345,,,tests performed,151469613,61890981,59425132,33734405,692312,83900471,Germany,DEU,04/01/2022,111945036,0.003429173,23194025,,12745703,,3584849,,0,,0,,0,,0
DEU,Europe,Germany,05/01/2022,7388045,67337,0.009198154,113373,444,,,tests performed,152278541,61950382,59536055,34373885,808928,83900471,Germany,DEU,05/01/2022,112400072,0.004064816,23546788,,12745942,,3585739,,0,,0,,0,,0
DEU,Europe,Germany,06/01/2022,7447155,59110,0.008000763,113636,263,,,tests performed,152954094,62000531,59626813,34909322,675553,83900471,Germany,DEU,06/01/2022,112785765,0.00343143,23835237,,12746517,,3586575,,0,,0,,0,,0
DEU,Europe,Germany,07/01/2022,7499776,52621,0.00706592,113905,269,,,tests performed,153709003,62056032,59741790,35495105,754909,83900471,Germany,DEU,07/01/2022,113225633,0.003900031,24148266,,12746617,,3588487,,0,,0,,0,,0
DEU,Europe,Germany,08/01/2022,7531904,32128,0.004283861,113982,77,,,tests performed,154220787,62100811,59822282,35882164,511784,83900471,Germany,DEU,08/01/2022,113521263,0.002610981,24363453,,12746725,,3589346,,0,,0,,0,,0
DEU,Europe,Germany,09/01/2022,7553743,21839,0.002899532,114033,51,0.228,4.4,tests performed,154403246,62119224,59856280,36012436,182459,83900471,Germany,DEU,09/01/2022,113634655,0.000998861,24431977,,12747021,,3589593,,0,,0,,0,,0
DEU,Europe,Germany,10/01/2022,7570361,16618,0.002199969,114127,94,,,tests performed,154954255,62155912,59938335,36445486,551009,83900471,Germany,DEU,10/01/2022,113947239,0.002750781,24669356,,12747033,,3590627,,0,,0,,0,,0
DEU,Europe,Germany,11/01/2022,7690632,120271,0.015887089,114739,612,,,tests performed,155740608,62209303,60056658,37061281,786353,83900471,Germany,DEU,11/01/2022,114405629,0.004022827,24995112,,12747480,,3592387,,0,,0,,0,,0
DEU,Europe,Germany,12/01/2022,7776864,86232,0.011212603,115056,317,,,tests performed,156608189,62267945,60187885,37739803,867581,83900471,Germany,DEU,12/01/2022,114920006,0.004496081,25346665,,12747573,,3593945,,0,,0,,0,,0
DEU,Europe,Germany,13/01/2022,7866784,89920,0.011562501,115343,287,,,tests performed,157432577,62325207,60311071,38384569,824388,83900471,Germany,DEU,13/01/2022,115414720,0.004304855,25674335,,12747813,,3595709,,0,,0,,0,,0
DEU,Europe,Germany,14/01/2022,7943959,77175,0.009810235,115576,233,,,tests performed,158196185,62386633,60422458,38976583,763608,83900471,Germany,DEU,14/01/2022,115880190,0.004033021,25969669,,12748448,,3597878,,0,,0,,0,,0
DEU,Europe,Germany,15/01/2022,7988210,44251,0.005570396,115627,51,,,tests performed,158653049,62443927,60491249,39307741,456864,83900471,Germany,DEU,15/01/2022,116165202,0.00245954,26140680,,12748674,,3598493,,0,,0,,0,,0
