iso_code,continent,location,date,total_cases,new_cases,total_cases_growth,total_deaths,new_deaths,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,population,Entity,Code,Day,Pfizer/BioNTech,Pfizer_growth,Moderna,Moderna_growth,Oxford/AstraZeneca,Oxford/AstraZeneca_growth,Johnson&Johnson,Johnson&Johnson_growth,Sputnik V,Sputnik V_growth,Sinovac,Sinovac_growth,Sinopharm/Beijing,Sinopharm/Beijing_growth,CanSino
AUT,Europe,Austria,08/01/2021,376793,2063,0,6641,73,,,tests performed,24739,24739,,,13296,9043072,Austria,AUT,08/01/2021,31523,0,0,0,0,0,0,,0,,0,,0,,0
AUT,Europe,Austria,15/01/2021,390788,1528,0.03714241,6987,66,,,tests performed,104393,104389,4,,18657,9043072,Austria,AUT,15/01/2021,116861,2.707166196,94,0,0,0,0,,0,,0,,0,,0
AUT,Europe,Austria,22/01/2021,401886,2088,0.02839903,7330,42,,,tests performed,210517,205531,4984,2,11678,9043072,Austria,AUT,22/01/2021,214527,0.83574503,332,2.531914894,0,0,0,,0,,0,,0,,0
AUT,Europe,Austria,29/01/2021,411730,1500,0.024494508,7658,51,,,tests performed,258906,239749,19155,2,15282,9043072,Austria,AUT,29/01/2021,259636,0.210271901,4324,12.02409639,0,0,0,,0,,0,,0,,0
AUT,Europe,Austria,05/02/2021,421189,1388,0.022973794,7973,37,0.0121,82.5,tests performed,347942,256700,91235,7,21571,9043072,Austria,AUT,05/02/2021,355977,0.371061794,6036,0.395929695,0,0,0,,0,,0,,0,,0
AUT,Europe,Austria,12/02/2021,430870,1731,0.022984931,8170,32,0.0066,151.7,tests performed,466716,282932,183776,8,27178,9043072,Austria,AUT,12/02/2021,458112,0.286914604,10154,0.682239894,10805,0,0,,0,,0,,0,,0
AUT,Europe,Austria,19/02/2021,441659,1818,0.025040035,8348,36,0.0073,137.5,tests performed,563328,335187,228123,18,21691,9043072,Austria,AUT,19/02/2021,524249,0.144368626,14315,0.409789246,43640,3.038870893,0,,0,,0,,0,,0
AUT,Europe,Austria,26/02/2021,454860,2093,0.029889575,8515,22,0.0086,116.7,tests performed,675088,425997,249074,18,29763,9043072,Austria,AUT,26/02/2021,585847,0.117497601,22788,0.591896612,101581,,1,,0,,0,,0,,0
AUT,Europe,Austria,05/03/2021,470314,2668,0.033975289,8669,17,0.0091,109.4,tests performed,839829,576356,263457,18,37712,9043072,Austria,AUT,05/03/2021,690854,0.179239631,32166,0.411532385,156702,,4,,0,,0,,0,,0
AUT,Europe,Austria,12/03/2021,488042,3126,0.037693966,8831,33,0.0099,100.6,tests performed,1054905,767526,287366,19,59290,9043072,Austria,AUT,12/03/2021,854539,0.236931392,47596,0.479699061,235746,,6,,0,,0,,0,,0
AUT,Europe,Austria,19/03/2021,508096,3515,0.041090726,9024,42,0.0103,96.7,tests performed,1314528,982813,331728,19,54650,9043072,Austria,AUT,19/03/2021,987873,0.156030327,79463,0.669531053,309261,,33,,0,,0,,0,,0
AUT,Europe,Austria,26/03/2021,530288,3895,0.043676785,9200,22,0.0101,99.4,tests performed,1570326,1151110,419247,21,51931,9043072,Austria,AUT,26/03/2021,1135506,0.149445323,104982,0.321143174,384967,,56,,0,,0,,0,,0
AUT,Europe,Austria,02/04/2021,552729,3137,0.042318514,9397,29,0.011,90.7,tests performed,1819575,1310574,509070,21,44698,9043072,Austria,AUT,02/04/2021,1284785,0.131464739,141548,0.348307329,423714,,97,,0,,0,,0,,0
AUT,Europe,Austria,09/04/2021,571616,2702,0.034170452,9624,38,0.0091,109.9,tests performed,2113859,1500411,613565,33,79713,9043072,Austria,AUT,09/04/2021,1508003,0.173739575,181306,0.280879984,514350,,181,,0,,0,,0,,0
AUT,Europe,Austria,16/04/2021,589299,2416,0.030935103,9843,30,0.0083,120.8,tests performed,2503704,1773877,729984,39,71411,9043072,Austria,AUT,16/04/2021,1744048,0.156528203,224108,0.236076026,610586,,200,,0,,0,,0,,0
AUT,Europe,Austria,23/04/2021,604823,2329,0.026343164,10055,29,0.0082,121.6,tests performed,2866006,2057212,808956,40,69322,9043072,Austria,AUT,23/04/2021,2009863,0.152412663,261769,0.168048441,659776,,209,,0,,0,,0,,0
AUT,Europe,Austria,30/04/2021,618870,2131,0.023224977,10205,26,0.0082,121.5,tests performed,3234265,2358255,876256,42,82026,9043072,Austria,AUT,30/04/2021,2285766,0.137274531,301053,0.150071246,702389,,509,,0,,0,,0,,0
AUT,Europe,Austria,07/05/2021,628817,1333,0.016072842,10351,18,0.0047,210.8,tests performed,3674842,2696365,984145,68,110555,9043072,Austria,AUT,07/05/2021,2619254,0.145897699,350734,0.165024099,765657,,6712,,0,,0,,0,,0
AUT,Europe,Austria,14/05/2021,635780,887,0.011073174,10455,11,0.0036,280,tests performed,4087712,3001515,1098214,80,91767,9043072,Austria,AUT,14/05/2021,2921928,0.11555733,401209,0.143912481,830189,,13888,,0,,0,,0,,0
AUT,Europe,Austria,21/05/2021,640293,677,0.007098367,10534,7,0.0021,467.6,tests performed,4626517,3367492,1283493,85,113457,9043072,Austria,AUT,21/05/2021,3303637,0.130636005,469733,0.170793776,908145,,26338,,0,,0,,0,,0
AUT,Europe,Austria,28/05/2021,643709,541,0.005335058,10588,15,0.0012,801.8,tests performed,5105649,3643490,1500420,94,111953,9043072,Austria,AUT,28/05/2021,3642706,0.102635066,523813,0.115129233,991035,,38789,,0,,0,,0,,0
AUT,Europe,Austria,04/06/2021,646167,333,0.003818496,10631,4,0.0007,1351.2,tests performed,5670970,3935622,1794072,106,111121,9043072,Austria,AUT,04/06/2021,4072449,0.117973561,579794,0.106872109,1059556,,59727,,0,,0,,0,,0
AUT,Europe,Austria,11/06/2021,648187,216,0.003126127,10652,2,0.0006,1563.3,tests performed,6314849,4243648,2152021,127,132611,9043072,Austria,AUT,11/06/2021,4515375,0.108761583,643391,0.109688958,1154740,,81743,,0,,0,,0,,0
AUT,Europe,Austria,18/06/2021,649309,128,0.001730982,10677,3,0.0004,2598.4,tests performed,6913440,4493020,2516952,151,114281,9043072,Austria,AUT,18/06/2021,4975018,0.101795089,693590,0.07802254,1206648,,97003,,0,,0,,0,,0
AUT,Europe,Austria,25/06/2021,650016,94,0.00108885,10700,3,0.0002,4402.2,tests performed,7512890,4705187,2913058,182,123722,9043072,Austria,AUT,25/06/2021,5425006,0.090449522,749905,0.0811935,1280145,,105834,,0,,0,,0,,0
AUT,Europe,Austria,02/07/2021,650569,95,0.000850748,10709,3,0.0002,4366.5,tests performed,8128140,4896523,3354255,228,115514,9043072,Austria,AUT,02/07/2021,5820999,0.072994021,810519,0.080828905,1387359,,131475,,0,,0,,0,,0
AUT,Europe,Austria,09/07/2021,651291,163,0.001109798,10722,1,0.0003,3611.4,tests performed,8669147,5078386,3740969,360,90895,9043072,Austria,AUT,09/07/2021,6154830,0.057349434,861541,0.062949789,1451678,,155827,,0,,0,,0,,0
AUT,Europe,Austria,16/07/2021,653001,341,0.002625554,10728,1,0.0006,1638.7,tests performed,9094559,5188432,4073251,539,82217,9043072,Austria,AUT,16/07/2021,6433075,0.045207585,906733,0.052454845,1500110,,175407,,0,,0,,0,,0
AUT,Europe,Austria,23/07/2021,655589,392,0.00396324,10730,0,0.0011,947.1,tests performed,9465283,5285631,4365907,651,72046,9043072,Austria,AUT,23/07/2021,6686795,0.039439926,953502,0.051579682,1527016,,192273,,0,,0,,0,,0
AUT,Europe,Austria,30/07/2021,658518,514,0.004467738,10737,0,0.0011,897.3,tests performed,9789600,5351310,4639862,826,56437,9043072,Austria,AUT,30/07/2021,6901346,0.032085775,972659,0.020091201,1551833,,204633,,0,,0,,0,,0
AUT,Europe,Austria,06/08/2021,661922,563,0.005169183,10748,3,0.0015,683.3,tests performed,10062459,5404126,4873045,1063,46678,9043072,Austria,AUT,06/08/2021,7081579,0.02611563,990648,0.018494663,1566119,,220110,,0,,0,,0,,0
AUT,Europe,Austria,13/08/2021,666890,1005,0.007505416,10753,0,0.0021,465.3,tests performed,10270748,5445828,5051936,1433,26549,9043072,Austria,AUT,13/08/2021,7208709,0.017952211,1000280,0.009722929,1571400,,230653,,0,,0,,0,,0
AUT,Europe,Austria,20/08/2021,674077,1258,0.01077689,10761,1,0.0031,319.9,tests performed,10424331,5488055,5175123,1856,26087,9043072,Austria,AUT,20/08/2021,7303895,0.013204306,1014326,0.014042068,1574033,,244284,,0,,0,,0,,0
AUT,Europe,Austria,27/08/2021,683219,1602,0.013562249,10776,4,0.0041,242.6,tests performed,10533338,5538059,5248508,2777,19008,9043072,Austria,AUT,27/08/2021,7363999,0.008229034,1018174,0.003793652,1575779,,258228,,0,,0,,0,,0
AUT,Europe,Austria,03/09/2021,693416,1753,0.014924936,10785,7,0.0048,208.1,tests performed,10619562,5584926,5298073,5257,16337,9043072,Austria,AUT,03/09/2021,7417165,0.007219719,1023181,0.004917627,1577607,,271336,,0,,0,,0,,0
AUT,Europe,Austria,10/09/2021,705913,2341,0.01802237,10832,10,0.005,200.4,tests performed,10709832,5635378,5344282,11115,19315,9043072,Austria,AUT,10/09/2021,7473902,0.007649419,1026350,0.003097204,1578644,,285466,,0,,0,,0,,0
AUT,Europe,Austria,17/09/2021,720455,2364,0.020600272,10882,12,0.0058,173.4,tests performed,10816826,5695210,5392609,23496,24613,9043072,Austria,AUT,17/09/2021,7546355,0.009694133,1030946,0.004478005,1579499,,296991,,0,,0,,0,,0
AUT,Europe,Austria,24/09/2021,732157,1754,0.016242513,10953,10,0.0046,216.5,tests performed,10930412,5752738,5441656,44801,24852,9043072,Austria,AUT,24/09/2021,7621980,0.010021394,1035162,0.004089448,1580539,,310923,,0,,0,,0,,0
AUT,Europe,Austria,01/10/2021,744964,1869,0.01749215,11014,5,0.0052,190.6,tests performed,11042185,5797263,5486126,76374,24528,9043072,Austria,AUT,01/10/2021,7705371,0.010940858,1039771,0.004452443,1581173,,318588,,0,,0,,0,,0
AUT,Europe,Austria,08/10/2021,757675,1878,0.017062569,11084,12,0.0055,182.3,tests performed,11179091,5833413,5534615,133220,32785,9043072,Austria,AUT,08/10/2021,7819115,0.014761651,1045407,0.005420424,1581499,,322870,,0,,0,,0,,0
AUT,Europe,Austria,15/10/2021,771143,2432,0.017775431,11151,8,0.0061,164.2,tests performed,11314231,5863276,5581113,194839,29287,9043072,Austria,AUT,15/10/2021,7928555,0.013996469,1052243,0.00653908,1581786,,325762,,0,,0,,0,,0
AUT,Europe,Austria,22/10/2021,791226,3582,0.026043159,11233,13,0.0087,115,tests performed,11463467,5895335,5627707,268220,35002,9043072,Austria,AUT,22/10/2021,8057452,0.016257313,1060614,0.007955387,1581980,,329278,,0,,0,,0,,0
AUT,Europe,Austria,29/10/2021,819195,5861,0.035348939,11333,17,0.0124,80.9,tests performed,11604565,5945273,5669846,322295,36245,9043072,Austria,AUT,29/10/2021,8176427,0.014765834,1067350,0.006351038,1582166,,334849,,0,,0,,0,,0
AUT,Europe,Austria,05/11/2021,865390,9388,0.056390725,11451,32,0.0161,62.1,tests performed,11825371,6013289,5715309,434553,66625,9043072,Austria,AUT,05/11/2021,8400470,0.027401089,1081238,0.013011664,1582370,,339776,,0,,0,,0,,0
AUT,Europe,Austria,12/11/2021,934948,11798,0.080377633,11641,40,0.022,45.5,tests performed,12274240,6140763,5777678,697483,104453,9043072,Austria,AUT,12/11/2021,8832330,0.051409028,1110689,0.027238221,1582753,,344368,,0,,0,,0,,0
AUT,Europe,Austria,19/11/2021,1027274,15809,0.098749877,11951,48,0.0282,35.4,tests performed,12921232,6262546,5861749,1140636,143363,9043072,Austria,AUT,19/11/2021,9440221,0.068825667,1155035,0.039926568,1583005,,347262,,0,,0,,0,,0
AUT,Europe,Austria,26/11/2021,1121134,12245,0.091368028,12284,51,0.0282,35.5,tests performed,13697540,6352393,5955125,1734591,159997,9043072,Austria,AUT,26/11/2021,10111192,0.071075772,1223297,0.059099508,1583250,,349020,,0,,0,,0,,0
AUT,Europe,Austria,03/12/2021,1185982,6738,0.057841436,12693,68,0.0238,42.1,tests performed,14472840,6432052,6068480,2317285,157161,9043072,Austria,AUT,03/12/2021,10738576,0.062048471,1297798,0.060901809,1583421,,350233,,0,,0,,0,,0
AUT,Europe,Austria,10/12/2021,1221095,3659,0.029606689,13076,65,0.0142,70.2,tests performed,15154219,6496005,6194862,2808656,153278,9043072,Austria,AUT,10/12/2021,11282360,0.050638371,1368505,0.054482285,1583486,,351507,,0,,0,,0,,0
AUT,Europe,Austria,17/12/2021,1245232,2899,0.019766685,13438,52,0.0094,106.9,tests performed,15832101,6565137,6327013,3285736,131019,9043072,Austria,AUT,17/12/2021,11828592,0.048414693,1428929,0.044153291,1583526,,353284,,0,,0,,0,,0
AUT,Europe,Austria,24/12/2021,1260751,2374,0.012462738,13617,22,0.0061,164.3,tests performed,16250271,6609636,6426067,3560557,6249,9043072,Austria,AUT,24/12/2021,12072435,0.020614711,1454132,0.017637685,1583551,,354356,,0,,0,,0,,0
AUT,Europe,Austria,31/12/2021,1278619,3624,0.014172505,13733,32,0.0044,226.4,tests performed,16476388,6632405,6494811,3695249,8839,9043072,Austria,AUT,31/12/2021,12239778,0.013861578,1470446,0.011219064,1583565,,355790,,0,,0,,0,,0
AUT,Europe,Austria,07/01/2022,1321725,8786,0.033712936,13830,7,0.0189,52.9,tests performed,16728987,6657273,6572464,3845441,65614,9043072,Austria,AUT,07/01/2022,12448568,0.017058316,1493555,0.01571564,1583572,,357051,,0,,0,,0,,0
AUT,Europe,Austria,14/01/2022,1411421,16822,0.067862831,13905,7,0.0193,51.9,tests performed,17069345,6690825,6650350,4074459,67827,9043072,Austria,AUT,14/01/2022,12700854,0.020266267,1518767,0.01688053,1583584,,357620,,0,,0,,0,,0
AUT,Europe,Austria,21/01/2022,1530919,25418,0.084665029,13956,0,0.0236,42.4,tests performed,17321689,6719968,6696455,4251671,46923,9043072,Austria,AUT,21/01/2022,12880451,0.014140545,1534507,0.01036367,1583592,,358001,,0,,0,,0,,0
BEL,Europe,Belgium,08/01/2021,660703,2048,0,19992,56,0.055,18.2,tests performed,24790,24769,167,,9428,11632334,Belgium,BEL,08/01/2021,28258,0,0,0,0,,0,,0,,0,,0,,0
BEL,Europe,Belgium,15/01/2021,675089,2203,0.021773777,20352,58,0.052,19.2,tests performed,119618,119426,428,,23711,11632334,Belgium,BEL,15/01/2021,127426,3.509377875,58,0,0,,0,,0,,0,,0,,0
BEL,Europe,Belgium,22/01/2021,689271,2444,0.0210076,20675,55,0.057,17.5,tests performed,241336,240208,1507,,30238,11632334,Belgium,BEL,22/01/2021,245544,0.926953683,4562,77.65517241,0,,0,,0,,0,,0,,0
BEL,Europe,Belgium,29/01/2021,705120,2683,0.022993859,21018,36,0.055,18.2,tests performed,338988,315396,24131,,21814,11632334,Belgium,BEL,29/01/2021,335691,0.367131756,6288,0.378342832,0,,0,,0,,0,,0,,0
BEL,Europe,Belgium,05/02/2021,721432,2585,0.023133651,21295,35,0.053,18.9,tests performed,474469,360618,114532,,31294,11632334,Belgium,BEL,05/02/2021,465227,0.38587868,16150,1.568384224,0,,0,,0,,0,,0,,0
BEL,Europe,Belgium,12/02/2021,735220,2120,0.019111988,21599,48,0.05,20,tests performed,621134,394732,227225,,35243,11632334,Belgium,BEL,12/02/2021,601274,0.292431437,25817,0.598575851,412,,0,,0,,0,,0,,0
BEL,Europe,Belgium,19/02/2021,749739,3437,0.019747831,21859,38,0.063,15.9,tests performed,741087,438261,303747,,31537,11632334,Belgium,BEL,19/02/2021,702327,0.168064809,30672,0.188054383,11032,,0,,0,,0,,0,,0
BEL,Europe,Belgium,26/02/2021,766654,2769,0.022561185,22034,28,0.068,14.7,tests performed,871010,530024,342000,,32462,11632334,Belgium,BEL,26/02/2021,791460,0.126910969,33208,0.082681273,45809,,0,,0,,0,,0,,0
BEL,Europe,Belgium,05/03/2021,783010,2759,0.021334266,22215,19,0.062,16.1,tests performed,1040791,666718,375189,,45475,11632334,Belgium,BEL,05/03/2021,881152,0.113324742,52194,0.571729704,110826,,0,,0,,0,,0,,0
BEL,Europe,Belgium,12/03/2021,801723,3615,0.023898801,22397,27,0.067,14.9,tests performed,1234508,816550,419211,,45527,11632334,Belgium,BEL,12/03/2021,978131,0.110059331,68244,0.30750661,192391,,0,,0,,0,,0,,0
BEL,Europe,Belgium,19/03/2021,827941,5140,0.032702068,22650,26,0.076,13.2,tests performed,1516575,1040995,476878,,68349,11632334,Belgium,BEL,19/03/2021,1089100,0.113450039,90850,0.331252564,352214,,0,,0,,0,,0,,0
BEL,Europe,Belgium,26/03/2021,860731,6123,0.039604271,22852,36,0.077,13,tests performed,1834565,1294561,541341,,70691,11632334,Belgium,BEL,26/03/2021,1286489,0.181240474,101327,0.115321959,463385,,0,,0,,0,,0,,0
BEL,Europe,Belgium,02/04/2021,892585,4665,0.037008078,23083,38,0.08,12.5,tests performed,2187635,1576161,613376,,83250,11632334,Belgium,BEL,02/04/2021,1545990,0.201712568,129348,0.27654031,523700,,0,,0,,0,,0,,0
BEL,Europe,Belgium,09/04/2021,917917,4860,0.02838049,23390,42,0.095,10.5,tests performed,2583476,1915564,670313,,135902,11632334,Belgium,BEL,09/04/2021,1865102,0.206412719,176801,0.366863036,603680,,0,,0,,0,,0,,0
BEL,Europe,Belgium,16/04/2021,943213,3904,0.027558047,23681,45,0.099,10.1,tests performed,3086924,2327582,761990,,94513,11632334,Belgium,BEL,16/04/2021,2143394,0.14921007,211676,0.197255672,784760,,0,,0,,0,,0,,0
BEL,Europe,Belgium,23/04/2021,968107,3581,0.026392766,23954,45,0.093,10.8,tests performed,3526015,2734265,794416,,72592,11632334,Belgium,BEL,23/04/2021,2461526,0.148424415,263325,0.244000265,842005,,0,,0,,0,,0,,0
BEL,Europe,Belgium,30/04/2021,990229,3607,0.02285078,24230,45,0.074,13.5,tests performed,3981621,3109672,877229,,82871,11632334,Belgium,BEL,30/04/2021,2818462,0.145005984,290603,0.10359062,907800,,3136,,0,,0,,0,,0
BEL,Europe,Belgium,07/05/2021,1010987,3723,0.020962828,24483,39,0.066,15.2,tests performed,4670911,3562875,1133271,,156337,11632334,Belgium,BEL,07/05/2021,3371818,0.19633261,348740,0.200056434,1011063,,24315,,0,,0,,0,,0
BEL,Europe,Belgium,14/05/2021,1028104,1631,0.016930979,24664,19,0.059,16.9,tests performed,5283087,3937276,1378437,,146136,11632334,Belgium,BEL,14/05/2021,3824673,0.134305885,403549,0.157162929,1104446,,30249,,0,,0,,0,,0
BEL,Europe,Belgium,21/05/2021,1044612,2906,0.016056741,24809,15,0.056,17.9,tests performed,6040288,4381241,1712257,,129144,11632334,Belgium,BEL,21/05/2021,4195087,0.096848541,505719,0.253178672,1371727,,51053,,0,,0,,0,,0
BEL,Europe,Belgium,28/05/2021,1057903,2360,0.012723384,24910,8,0.047,21.3,tests performed,6679991,4636797,2118495,,113097,11632334,Belgium,BEL,28/05/2021,4638469,0.105690776,580292,0.14745936,1472076,,75064,,0,,0,,0,,0
BEL,Europe,Belgium,04/06/2021,1068406,1449,0.009928131,25014,19,0.038,26.3,tests performed,7518788,5072221,2546051,,153829,11632334,Belgium,BEL,04/06/2021,5338801,0.150983439,656803,0.131849138,1575842,,99081,,0,,0,,0,,0
BEL,Europe,Belgium,11/06/2021,1074988,784,0.006160579,25075,7,0.026,38.5,tests performed,8598631,5636560,3103252,,196568,11632334,Belgium,BEL,11/06/2021,6091986,0.141077557,743316,0.131718339,1763739,,145583,,0,,0,,0,,0
BEL,Europe,Belgium,18/06/2021,1078251,0,0.003035383,25117,0,0.016,62.5,tests performed,9640800,6302516,3553512,,193634,11632334,Belgium,BEL,18/06/2021,6806969,0.117364518,849810,0.143268812,1899081,,215147,,0,,0,,0,,0
BEL,Europe,Belgium,25/06/2021,1082476,568,0.003918383,25160,8,0.011,90.9,tests performed,10560489,6943273,3861831,,165468,11632334,Belgium,BEL,25/06/2021,7468784,0.097226093,962643,0.132774385,1968700,,246293,,0,,0,,0,,0
BEL,Europe,Belgium,02/07/2021,1086508,623,0.003724794,25185,5,0.01,100,tests performed,11332248,7424849,4183312,,114835,11632334,Belgium,BEL,02/07/2021,7939868,0.063073721,1046410,0.087017721,2069029,,270024,,0,,0,,0,,0
BEL,Europe,Belgium,09/07/2021,1093700,1223,0.006619371,25198,2,0.017,58.8,tests performed,12147974,7630106,4809244,,148473,11632334,Belgium,BEL,09/07/2021,8477479,0.06771032,1108266,0.059112585,2296531,,285309,,0,,0,,0,,0
BEL,Europe,Belgium,16/07/2021,1103413,1344,0.008880863,25209,1,0.021,47.6,tests performed,12996331,7805681,5500676,,138451,11632334,Belgium,BEL,16/07/2021,8987032,0.060106666,1163210,0.049576546,2451320,,303658,,0,,0,,0,,0
BEL,Europe,Belgium,23/07/2021,1112161,0,0.007928128,25217,0,0.026,38.5,tests performed,13815610,7941821,6195678,,163698,11632334,Belgium,BEL,23/07/2021,9540674,0.061604543,1216930,0.046182547,2557825,,314479,,0,,0,,0,,0
BEL,Europe,Belgium,30/07/2021,1124715,1764,0.011287934,25241,6,0.032,31.2,tests performed,14607267,8083185,6855750,,142936,11632334,Belgium,BEL,30/07/2021,10051456,0.053537308,1248063,0.02558323,2649496,,323931,,0,,0,,0,,0
BEL,Europe,Belgium,06/08/2021,1136726,1819,0.01067915,25268,4,0.037,27,tests performed,15252121,8228563,7364443,,112251,11632334,Belgium,BEL,06/08/2021,10411039,0.03577422,1271722,0.018956575,2710273,,333323,,0,,0,,0,,0
BEL,Europe,Belgium,13/08/2021,1149869,2014,0.011562153,25287,2,0.042,23.8,tests performed,15684574,8335094,7698752,,61468,11632334,Belgium,BEL,13/08/2021,10563283,0.014623324,1289242,0.013776596,2823503,,340781,,0,,0,,0,,0
BEL,Europe,Belgium,20/08/2021,1163726,2168,0.012050938,25320,8,0.047,21.3,tests performed,15944313,8393215,7906830,,42924,11632334,Belgium,BEL,20/08/2021,10663268,0.009465334,1300785,0.008953323,2833219,,347002,,0,,0,,0,,0
BEL,Europe,Belgium,27/08/2021,1177909,2334,0.012187577,25360,6,0.054,18.5,tests performed,16185291,8444862,8102121,,39633,11632334,Belgium,BEL,27/08/2021,10735758,0.006798104,1308643,0.006040968,2836865,,352810,,0,,0,,0,,0
BEL,Europe,Belgium,03/09/2021,1192008,2298,0.011969515,25397,5,0.054,18.5,tests performed,16357014,8491149,8233125,,24988,11632334,Belgium,BEL,03/09/2021,10789377,0.004994431,1317952,0.007113476,2839403,,358814,,0,,0,,0,,0
BEL,Europe,Belgium,10/09/2021,1205516,2190,0.011332139,25454,7,0.052,19.2,tests performed,16461546,8532490,8301010,365,18449,11632334,Belgium,BEL,10/09/2021,10831498,0.003903933,1324522,0.004985007,2840497,,363778,,0,,0,,0,,0
BEL,Europe,Belgium,17/09/2021,1219814,2341,0.011860481,25497,3,0.049,20.4,tests performed,16553554,8566102,8356624,9739,22137,11632334,Belgium,BEL,17/09/2021,10883388,0.004790658,1330982,0.004877231,2841472,,370411,,0,,0,,0,,0
BEL,Europe,Belgium,24/09/2021,1233723,2200,0.011402558,25554,11,0.045,22.2,tests performed,16684029,8601065,8408942,59487,26470,11632334,Belgium,BEL,24/09/2021,10981656,0.009029174,1335322,0.00326075,2842103,,377308,,0,,0,,0,,0
BEL,Europe,Belgium,01/10/2021,1247197,2243,0.010921414,25612,10,0.047,21.3,tests performed,16866238,8636712,8466988,154306,29368,11632334,Belgium,BEL,01/10/2021,11112783,0.011940549,1341739,0.004805582,2842496,,382375,,0,,0,,0,,0
BEL,Europe,Belgium,08/10/2021,1261102,2414,0.011149001,25675,10,0.051,19.6,tests performed,17058380,8663619,8501293,288803,39767,11632334,Belgium,BEL,08/10/2021,11278752,0.014934963,1344368,0.001959397,2842663,,386386,,0,,0,,0,,0
BEL,Europe,Belgium,15/10/2021,1279869,3648,0.014881429,25747,15,0.064,15.6,tests performed,17261155,8689042,8538296,433785,33606,11632334,Belgium,BEL,15/10/2021,11449767,0.015162582,1348001,0.002702385,2842839,,390436,,0,,0,,0,,0
BEL,Europe,Belgium,22/10/2021,1312360,6682,0.025386192,25846,11,0.085,11.8,tests performed,17417919,8713514,8568339,539983,30766,11632334,Belgium,BEL,22/10/2021,11580488,0.011416914,1352364,0.003236644,2842947,,394209,,0,,0,,0,,0
BEL,Europe,Belgium,29/10/2021,1360650,8737,0.036796306,25994,18,0.096,10.4,tests performed,17589059,8742098,8600960,654371,30776,11632334,Belgium,BEL,29/10/2021,11724526,0.012437991,1356743,0.003238034,2843019,,398585,,0,,0,,0,,0
BEL,Europe,Belgium,05/11/2021,1403548,0,0.031527579,26105,0,0.112,8.9,tests performed,17717617,8768609,8625746,735876,28468,11632334,Belgium,BEL,05/11/2021,11832850,0.009239094,1363757,0.005169734,2843063,,402825,,0,,0,,0,,0
BEL,Europe,Belgium,12/11/2021,1484712,21164,0.057827734,26321,60,0.134,7.5,tests performed,17876607,8793318,8650513,849247,31738,11632334,Belgium,BEL,12/11/2021,11965014,0.011169245,1374498,0.007876037,2843109,,406525,,0,,0,,0,,0
BEL,Europe,Belgium,19/11/2021,1581500,21502,0.065189747,26568,42,0.154,6.5,tests performed,18189148,8822690,8680084,1105489,62030,11632334,Belgium,BEL,19/11/2021,12243023,0.023235159,1399781,0.018394352,2843151,,408817,,0,,0,,0,,0
BEL,Europe,Belgium,26/11/2021,1701633,21772,0.075961429,26840,47,0.162,6.2,tests performed,18685282,8849385,8706442,1550612,98849,11632334,Belgium,BEL,26/11/2021,12643208,0.03268678,1488897,0.063664245,2843185,,410743,,0,,0,,0,,0
BEL,Europe,Belgium,03/12/2021,1827467,17910,0.073948965,27167,47,0.167,6,tests performed,19279818,8868440,8730822,2102867,114886,11632334,Belgium,BEL,03/12/2021,13140482,0.039331315,1585571,0.064929945,2843203,,411909,,0,,0,,0,,0
BEL,Europe,Belgium,10/12/2021,1929772,15245,0.055981859,27504,41,0.163,6.1,tests performed,19909262,8882383,8755566,2694597,117088,11632334,Belgium,BEL,10/12/2021,13695314,0.042223109,1658471,0.045977127,2843214,,412729,,0,,0,,0,,0
BEL,Europe,Belgium,17/12/2021,1990160,10040,0.031292816,27763,34,0.134,7.5,tests performed,20620152,8897596,8779497,3367330,137283,11632334,Belgium,BEL,17/12/2021,14290718,0.043475016,1780776,0.073745637,2843220,,413667,,0,,0,,0,,0
BEL,Europe,Belgium,24/12/2021,2038111,7233,0.024094043,28149,39,0.108,9.3,tests performed,21355134,8911490,8801224,4067207,13978,11632334,Belgium,BEL,24/12/2021,14588879,0.020863962,2114374,0.187332938,2843227,,414029,,0,,0,,0,,0
BEL,Europe,Belgium,31/12/2021,2105343,15686,0.032987408,28331,23,0.173,5.8,tests performed,21675683,8918204,8807933,4374602,5162,11632334,Belgium,BEL,31/12/2021,14697095,0.007417705,2318294,0.096444621,2843230,,414276,,0,,0,,0,,0
BEL,Europe,Belgium,07/01/2022,2231686,24694,0.060010649,28459,13,0.263,3.8,tests performed,22433039,8931909,8821281,5105188,157939,11632334,Belgium,BEL,07/01/2022,14890083,0.01313103,2969792,0.281024754,2843231,,414589,,0,,0,,0,,0
BEL,Europe,Belgium,14/01/2022,2410731,63567,0.080228581,28612,46,0.33,3,tests performed,23229096,8974972,8836924,5842819,124108,11632334,Belgium,BEL,14/01/2022,15046730,0.010520223,3522317,0.186048383,2843231,,414829,,0,,0,,0,,0
BEL,Europe,Belgium,21/01/2022,2697239,54478,0.118846939,28780,21,,,,23744272,9053459,8844965,6271569,63993,11632334,Belgium,BEL,21/01/2022,15083033,0.002412684,3692603,0.048344882,2843233,,414895,,0,,0,,0,,0
